,timestamp,open,high,low,close,volume
60,2023-04-28,99.37,102.56,99.08,102.5,11329689
61,2023-04-27,97.13,100.065,96.71,99.93,8166466
62,2023-04-26,97.84,98.48,96.455,96.61,8480415
63,2023-04-25,99.375,99.71,98.01,98.01,6511394
64,2023-04-24,100.145,100.735,98.67,99.68,8540571
65,2023-04-21,98.16,99.72,97.72,99.57,9467979
66,2023-04-20,97.75,98.58,97.391,98.07,7762736
67,2023-04-19,99.78,99.83,98.355,98.75,11523307
68,2023-04-18,100.61,101.15,99.595,100.93,8180148
69,2023-04-17,99.57,100.57,99.15,100.3,6692783
70,2023-04-14,100.5,100.86,98.93,99.9,7337250
71,2023-04-13,98.51,101.07,98.51,100.84,8744977
72,2023-04-12,101.25,102.22,97.7,97.94,9289196
73,2023-04-11,101.16,101.91,100.29,100.42,7504624
74,2023-04-10,99.3,100.81,98.9,100.81,8016576
75,2023-04-06,99.44,100.32,98.55,99.97,7042486
76,2023-04-05,99.7,100.18,98.632,99.91,7747230
77,2023-04-04,100.3,100.42,98.76,99.57,6794168
78,2023-04-03,100.21,100.43,99.27,99.76,7313201
79,2023-03-31,98.89,100.2,98.5,100.13,8919965
80,2023-03-30,98.73,98.92,97.67,98.1,7669482
81,2023-03-29,96.08,96.91,95.35,96.87,5889123
82,2023-03-28,95.51,96.0,94.59,94.82,5426053
83,2023-03-27,94.78,96.02,94.38,95.62,7487900
84,2023-03-24,94.81,95.0,93.02,94.08,9544154
85,2023-03-23,95.28,97.02,94.76,95.83,9527009
86,2023-03-22,97.45,97.93,94.82,94.9,8811105
87,2023-03-21,95.17,96.85,95.17,96.54,7285766
88,2023-03-20,93.43,94.92,93.0,94.22,6657152
89,2023-03-17,94.05,94.27,92.91,93.2,12943192
90,2023-03-16,92.67,94.5599,91.89,94.29,9946678
91,2023-03-15,91.63,93.3557,91.41,93.1,9543836
92,2023-03-14,94.0,94.3,92.34,93.36,10323627
93,2023-03-13,91.885,94.0242,90.46,92.6,11915321
94,2023-03-10,95.6,95.9,92.83,93.57,13978845
95,2023-03-09,99.45,100.05,95.92,96.14,8275586
96,2023-03-08,99.0,99.62,98.3,99.3,5668738
97,2023-03-07,100.4,100.94,98.89,99.06,6951340
98,2023-03-06,101.61,102.695,100.49,100.66,6773261
99,2023-03-03,99.67,101.18,98.88,101.14,7434264
100,2023-03-02,97.74,99.29,97.42,98.92,7783130
101,2023-03-01,99.19,99.63,98.1,98.54,7898251
102,2023-02-28,100.45,100.75,99.57,99.61,8233743
103,2023-02-27,100.73,101.47,100.06,100.45,6641212
104,2023-02-24,99.53,100.43,98.96,100.3,8523000
105,2023-02-23,101.45,102.0499,99.605,101.73,10974753
106,2023-02-22,101.33,102.56,101.09,101.68,9885101
107,2023-02-21,103.55,103.73,101.83,102.09,10648205
108,2023-02-17,105.03,105.8,103.88,105.22,9492184
109,2023-02-16,107.55,108.02,105.7,105.83,9479922
110,2023-02-15,107.09,109.27,106.7,109.24,8163490
111,2023-02-14,106.82,108.44,105.8205,107.66,10768102
112,2023-02-13,108.1,108.2874,106.55,107.66,12341484
113,2023-02-10,108.96,109.74,107.21,108.06,15565987
114,2023-02-09,118.04,118.18,109.8089,110.36,46137152
115,2023-02-08,112.2,113.33,110.29,111.78,27719920
116,2023-02-07,109.295,112.12,108.86,111.63,10843984
117,2023-02-06,110.17,110.43,108.53,109.87,11956540
118,2023-02-03,111.47,113.1412,110.37,110.71,12472478
119,2023-02-02,110.67,113.53,109.6901,113.21,13093205
120,2023-02-01,108.5,109.94,106.9,109.39,9975481
121,2023-01-31,107.58,108.715,107.45,108.49,8251663
122,2023-01-30,108.26,108.97,107.48,107.59,8548547
123,2023-01-27,109.26,110.5823,109.16,109.54,10249678
124,2023-01-26,108.17,109.76,107.5701,109.7,9204417
125,2023-01-25,104.96,108.16,104.18,108.12,10008035
126,2023-01-24,105.39,108.44,102.0,106.0,8606723
127,2023-01-23,103.29,105.9541,102.9209,105.69,11479075
128,2023-01-20,100.34,103.5865,99.3015,103.48,14549879
129,2023-01-19,98.12,99.45,97.12,99.08,10973553
130,2023-01-18,100.28,101.1299,98.7249,99.04,11384536
131,2023-01-17,100.32,100.99,98.995,99.91,14914197
132,2023-01-13,99.38,99.6,98.01,99.4,12230196
133,2023-01-12,98.5,100.63,97.5705,99.81,19764324
134,2023-01-11,95.92,96.55,95.045,96.33,8757251
135,2023-01-10,94.28,95.64,93.82,95.56,6914633
136,2023-01-09,94.43,95.7,93.45,94.77,11675842
137,2023-01-06,92.66,94.69,91.3211,93.92,9828145
138,2023-01-05,91.66,92.48,90.51,91.92,11622620
139,2023-01-04,90.0,92.745,89.36,91.98,14957213
140,2023-01-03,88.98,89.9716,87.83,88.97,14997142
141,2022-12-30,85.73,87.12,85.225,86.88,23230967
142,2022-12-29,85.25,88.242,84.97,87.18,13045069
143,2022-12-28,86.08,86.69,84.07,84.17,12399508
144,2022-12-27,87.42,87.94,85.96,86.37,11561448
145,2022-12-23,86.06,88.07,85.77,88.01,11171606
146,2022-12-22,86.03,86.73,84.69,86.67,15487370
147,2022-12-21,87.19,88.0997,86.48,86.92,11004832
148,2022-12-20,86.08,87.8391,85.76,87.02,14918400
149,2022-12-19,89.44,89.46,85.41,85.78,19225289
150,2022-12-16,90.19,91.08,88.81,90.08,26383881
151,2022-12-15,92.47,93.12,90.115,90.49,15957669
152,2022-12-14,94.54,95.47,92.62,94.15,11505449
153,2022-12-13,96.49,97.3917,93.57,94.7,22882080
154,2022-12-12,93.73,94.66,92.61,94.66,14140682
155,2022-12-09,92.37,94.91,91.9,93.38,10111877
156,2022-12-08,92.5,93.428,91.67,92.55,9351229
157,2022-12-07,92.66,92.7857,91.26,92.15,10353416
158,2022-12-06,95.73,96.0,91.98,92.29,11492365
159,2022-12-05,98.24,99.16,95.665,95.93,10764540
160,2022-12-02,97.46,99.69,97.0101,99.43,12608101
161,2022-12-01,97.87,98.835,96.58,98.59,13855680
162,2022-11-30,94.95,97.94,93.87,97.87,15368108
163,2022-11-29,96.0,96.4299,93.92,94.69,13205327
164,2022-11-28,98.21,99.13,95.43,95.69,13668653
165,2022-11-25,98.81,99.81,98.08,98.87,6664281
166,2022-11-23,96.0,99.34,95.7801,98.88,15503232
167,2022-11-22,97.0,97.67,94.68,96.21,25753736
168,2022-11-21,100.12,100.89,96.32,97.58,70273509
169,2022-11-18,92.86,93.16,90.91,91.8,10011730
170,2022-11-17,92.12,92.27,90.85,91.45,12306389
171,2022-11-16,95.22,95.22,93.72,93.95,11137672
172,2022-11-15,96.0,97.18,93.695,95.51,15801913
173,2022-11-14,95.85,96.62,94.21,94.28,20505724
174,2022-11-11,91.58,95.58,91.1,95.01,22373294
175,2022-11-10,89.75,90.5,87.608,90.46,36968128
176,2022-11-09,90.55,91.1,86.28,86.75,62029828
177,2022-11-08,100.74,101.9687,98.05,99.9,27130263
178,2022-11-07,100.88,101.56,98.99,100.43,11355242
179,2022-11-04,101.15,101.16,98.11,99.58,11035804
180,2022-11-03,100.2,100.7,98.56,99.25,8978373
181,2022-11-02,105.45,106.08,101.785,101.82,9591406
182,2022-11-01,107.7,108.84,105.64,106.0,7955761
183,2022-10-31,105.66,106.9,104.82,106.54,8814813
184,2022-10-28,104.08,106.09,103.525,105.95,7250889
185,2022-10-27,105.805,106.87,104.31,104.44,8673519
186,2022-10-26,103.53,107.43,103.53,104.63,9223759
187,2022-10-25,102.16,104.7299,102.03,104.36,7687535
188,2022-10-24,102.12,103.19,100.12,101.72,8221477
189,2022-10-21,98.35,102.3,97.89,102.04,10193360
190,2022-10-20,98.23,100.75,98.11,98.59,8212442
191,2022-10-19,100.44,101.865,98.5,98.99,11730993
192,2022-10-18,99.87,100.3696,97.635,98.48,8533516
193,2022-10-17,96.38,97.97,96.26,97.33,7083842
194,2022-10-14,97.47,98.09,94.33,94.45,8208884
195,2022-10-13,91.57,96.97,90.71,96.64,11025428
196,2022-10-12,93.16,94.07,92.2,93.41,6156217
197,2022-10-11,94.81,95.06,92.65,93.1,8900901
198,2022-10-10,97.59,97.74,94.42,95.16,9532334
199,2022-10-07,98.51,98.8,96.4469,97.16,7051019
200,2022-10-06,100.43,101.46,99.8701,100.04,6728200
201,2022-10-05,100.04,101.22,98.7,100.8,7562771
202,2022-10-04,98.68,101.52,98.2301,101.44,10229002
203,2022-10-03,95.73,97.78,94.504,97.13,9468403
204,2022-09-30,96.5,97.4778,94.28,94.33,12094936
205,2022-09-29,98.53,98.6,96.23,97.45,9435058
206,2022-09-28,95.79,99.87,95.45,99.4,12895460
207,2022-09-27,99.53,99.64,95.432,95.85,13360187
208,2022-09-26,98.95,100.66,98.06,98.12,9760467
209,2022-09-23,100.62,101.18,98.02,99.5,11976927
210,2022-09-22,104.21,104.66,102.02,102.16,10551159
211,2022-09-21,107.39,108.04,104.49,104.49,9776355
212,2022-09-20,108.28,108.41,106.86,107.57,6957409
213,2022-09-19,107.53,109.2245,107.036,109.17,7979457
214,2022-09-16,109.21,109.58,106.96,108.25,15978828
215,2022-09-15,112.39,114.41,110.71,110.77,9739754
216,2022-09-14,111.85,112.74,109.88,112.5,8610446
217,2022-09-13,113.05,113.82,111.17,111.76,10504583
218,2022-09-12,116.14,117.49,115.27,116.39,7923353
219,2022-09-09,113.27,115.525,113.19,115.18,9573346
220,2022-09-08,111.07,112.99,110.36,112.33,8443278
221,2022-09-07,109.87,112.955,109.87,112.69,8193947
222,2022-09-06,111.77,111.78,108.52,110.09,9225223
223,2022-09-02,113.05,113.89,110.84,111.2,8465130
224,2022-09-01,111.79,112.59,110.025,112.53,7718715
225,2022-08-31,112.87,113.75,111.85,112.08,7352967
226,2022-08-30,114.28,114.7499,111.45,112.43,8059967
227,2022-08-29,112.54,114.4673,112.41,113.53,6844289
228,2022-08-26,117.47,118.37,113.89,114.07,7807402
229,2022-08-25,117.02,117.77,116.11,117.46,6920927
230,2022-08-24,114.67,117.16,114.1,116.41,7840514
231,2022-08-23,115.98,116.3699,114.6211,114.86,7180690
232,2022-08-22,117.7,118.21,115.6901,115.94,11575841
233,2022-08-19,121.25,121.39,119.48,120.14,8702520
234,2022-08-18,123.01,123.13,121.71,122.67,7343934
235,2022-08-17,123.45,124.48,122.57,122.81,9140896
236,2022-08-16,124.73,126.48,123.45,124.96,14607300
237,2022-08-15,121.0,125.96,120.99,124.26,24628324
238,2022-08-12,119.0,121.61,118.9201,121.57,21964785
239,2022-08-11,122.21,123.268,117.3309,117.69,50375019
240,2022-08-10,112.48,112.67,109.91,112.43,26398688
241,2022-08-09,109.22,109.22,107.03,108.13,8776524
242,2022-08-08,108.205,111.23,107.9,109.11,13045407
243,2022-08-05,106.81,107.7,105.37,106.63,10099976
244,2022-08-04,108.92,109.45,107.66,108.12,7322411
245,2022-08-03,105.73,109.7,105.73,109.02,11243033
246,2022-08-02,105.74,106.36,104.62,104.71,9093020
247,2022-08-01,104.87,106.65,103.8601,106.22,7769658
248,2022-07-29,105.14,106.34,103.37,106.1,10320043
249,2022-07-28,103.245,104.97,102.71,104.9,7970282
250,2022-07-27,100.97,103.65,100.81,103.5,9445183
251,2022-07-26,102.14,102.36,99.56,99.78,6346629
252,2022-07-25,102.78,103.39,101.81,102.69,6726685
253,2022-07-22,103.28,104.5661,102.11,102.72,7803460
254,2022-07-21,102.71,104.25,101.61,104.18,8611311
255,2022-07-20,100.25,104.26,99.9538,103.35,15112718
256,2022-07-19,96.68,99.85,96.68,99.61,13683360
257,2022-07-18,96.36,97.27,95.31,95.7,10430405
258,2022-07-15,92.91,95.32,92.7,95.2,14946733
259,2022-07-14,91.48,92.04,90.23,91.84,11146426
260,2022-07-13,92.12,93.2487,91.01,92.94,12006434
261,2022-07-12,93.58,95.25,93.31,93.6,8665299
262,2022-07-11,95.0,95.3375,93.43,93.64,7650632
263,2022-07-08,96.57,97.12,95.349,95.86,7717297
264,2022-07-07,96.9,97.53,95.93,97.43,7813050
265,2022-07-06,97.53,98.19,95.4,96.08,8640229
266,2022-07-05,94.26,97.23,92.31,97.18,10674623
267,2022-07-01,94.24,96.3107,93.98,96.14,10543380
268,2022-06-30,94.42,95.44,92.5443,94.4,10983520
269,2022-06-29,95.95,96.201,94.53,95.65,8653197
270,2022-06-28,99.74,100.4,95.78,95.92,16838236
271,2022-06-27,98.22,98.23,95.8001,96.61,10793748
272,2022-06-24,95.45,98.5671,95.4,97.78,11681152
273,2022-06-23,93.96,94.65,92.07,94.3,11348816
274,2022-06-22,92.17,94.61,92.01,93.5,11415080
275,2022-06-21,94.9,95.45,93.265,93.29,16649792
276,2022-06-17,94.01,95.97,93.47,94.34,15403769
277,2022-06-16,94.01,95.38,93.41,94.28,15298482
278,2022-06-15,94.61,97.3,94.09,95.88,11751580
279,2022-06-14,96.27,96.27,93.1,94.22,12443662
280,2022-06-13,97.61,97.61,94.83,95.71,15239650
281,2022-06-10,101.43,102.12,99.38,99.4,15386009
282,2022-06-09,106.53,107.06,103.25,103.3,8271206
283,2022-06-08,107.43,109.3605,106.96,107.34,7019489
284,2022-06-07,106.79,107.92,106.0,107.79,7279062
285,2022-06-06,109.75,110.19,107.65,107.83,7575890
286,2022-06-03,109.17,109.85,107.9232,108.67,6767601
287,2022-06-02,109.43,110.95,107.91,110.87,8829877
288,2022-06-01,112.01,112.85,108.27,109.19,11829744
289,2022-05-31,110.0,111.235,107.91,110.44,20274632
290,2022-05-27,106.89,109.37,106.53,109.32,13671313
291,2022-05-26,104.22,106.13,103.96,105.61,11297797
292,2022-05-25,101.43,103.807,101.16,103.26,11026597
293,2022-05-24,103.71,103.84,100.13,101.59,13970239
294,2022-05-23,103.76,106.03,101.5611,105.83,14402432
295,2022-05-20,104.49,104.8,100.05,102.42,15650431
296,2022-05-19,103.43,105.3,102.96,103.14,11284951
297,2022-05-18,107.38,107.66,103.88,104.3,11793977
298,2022-05-17,107.73,108.79,106.3,108.64,11847643
299,2022-05-16,107.46,107.62,104.85,105.18,11993642
300,2022-05-13,105.36,107.69,105.31,107.33,16782625
301,2022-05-12,102.9,105.0,99.47,104.31,36298829
302,2022-05-11,107.9,110.07,104.79,105.21,26933332
303,2022-05-10,109.835,110.7,106.1447,107.68,15657721
304,2022-05-09,108.11,110.74,106.48,106.98,17941596
305,2022-05-06,111.77,112.09,108.3,110.29,12525166
306,2022-05-05,114.74,115.27,111.48,112.61,12720190
307,2022-05-04,113.37,116.44,111.83,116.19,11387929
308,2022-05-03,114.05,114.83,112.69,113.55,11149544
309,2022-05-02,111.71,113.6601,111.01,113.5,14300708
310,2022-04-29,115.2,115.9899,111.36,111.63,16907020
311,2022-04-28,115.22,116.0,112.69,115.29,23192139
312,2022-04-27,115.43,116.9,113.39,115.21,15553005
313,2022-04-26,119.15,119.15,115.64,115.77,15836612
314,2022-04-25,117.66,120.33,116.75,119.95,16490965
315,2022-04-22,120.01,121.89,118.15,118.27,19472838
316,2022-04-21,125.54,126.45,121.28,121.66,18688636
317,2022-04-20,126.05,127.35,124.1104,124.57,36181410
318,2022-04-19,128.09,133.19,127.79,131.9,12767220
319,2022-04-18,130.07,130.22,126.82,127.77,10571011
320,2022-04-14,132.81,133.59,130.35,130.47,7283466
321,2022-04-13,131.05,132.89,130.75,132.35,7694467
322,2022-04-12,131.81,133.21,130.1528,130.84,7885640
323,2022-04-11,130.04,132.43,130.04,130.65,9915280
324,2022-04-08,132.0,133.12,130.63,131.87,6701966
325,2022-04-07,133.01,133.21,130.02,131.87,9858728
326,2022-04-06,133.75,133.93,130.81,132.57,11679732
327,2022-04-05,137.74,139.2,135.13,135.62,8570632
328,2022-04-04,136.97,139.261,136.89,138.58,8182004
329,2022-04-01,137.34,138.1,135.53,137.0,10341044
330,2022-03-31,140.14,140.88,137.11,137.16,12306461
331,2022-03-30,141.31,143.2675,140.08,140.96,7922426
332,2022-03-29,140.96,144.46,140.96,142.38,11280683
333,2022-03-28,138.88,139.6274,136.2816,138.72,8456087
334,2022-03-25,139.28,140.38,138.12,139.14,5865018
335,2022-03-24,138.58,139.2699,137.41,138.96,5858789
336,2022-03-23,139.07,139.76,137.54,137.64,8761269
337,2022-03-22,139.06,142.19,138.9,140.11,8255320
338,2022-03-21,138.9,139.3,136.88,138.62,8902219
339,2022-03-18,139.55,140.725,138.3,140.3,11006750
340,2022-03-17,137.44,139.47,136.56,139.47,6816024
341,2022-03-16,135.65,138.98,134.94,138.14,10638735
342,2022-03-15,129.74,134.56,129.51,134.2,9834809
343,2022-03-14,130.98,133.07,128.38,129.03,9971526
344,2022-03-11,135.08,136.16,131.57,131.75,7058388
345,2022-03-10,132.36,134.2,131.62,133.64,8447238
346,2022-03-09,135.49,135.5,133.36,133.65,14673081
347,2022-03-08,133.02,135.485,129.29,131.75,16552011
348,2022-03-07,140.28,140.89,133.44,133.5,14549670
349,2022-03-04,144.01,144.26,139.55,140.72,12925361
350,2022-03-03,147.31,148.65,144.45,145.57,8048440
351,2022-03-02,146.31,148.465,145.92,147.34,7851027
352,2022-03-01,147.86,148.146,143.779,145.7,8943991
353,2022-02-28,147.83,149.48,146.46,148.46,10834719
354,2022-02-25,149.56,150.28,147.22,149.53,10149515
355,2022-02-24,140.0,149.57,140.0,149.4,12475485
356,2022-02-23,149.5,149.74,145.5,145.87,9300697
357,2022-02-22,150.19,150.79,147.61,148.09,11623499
358,2022-02-18,152.91,153.6755,150.05,151.36,10785503
359,2022-02-17,154.69,155.3612,152.61,152.95,8110299
360,2022-02-16,154.98,156.73,153.75,156.35,10656352
361,2022-02-15,153.54,154.85,152.51,154.72,12730923
362,2022-02-14,149.37,153.73,149.21,150.85,14694683
363,2022-02-11,153.54,154.69,148.56,149.47,17975207
364,2022-02-10,156.02,157.5,151.11,152.16,42500322
365,2022-02-09,144.37,147.355,143.25,147.23,22877397
366,2022-02-08,141.79,142.8879,140.74,142.48,9231697
367,2022-02-07,143.39,144.09,141.61,142.51,10937517
368,2022-02-04,140.04,143.19,139.53,142.02,8061075
369,2022-02-03,140.0,142.04,139.25,140.03,9820585
370,2022-02-02,144.19,144.59,141.38,142.62,9529884
371,2022-02-01,143.02,144.69,142.25,144.49,8573340
372,2022-01-31,138.86,143.15,138.47,142.97,10185499
373,2022-01-28,135.21,138.69,133.56,138.63,10011666
374,2022-01-27,135.07,137.91,134.02,135.42,11913900
375,2022-01-26,137.707,138.2,132.26,133.6,14569916
376,2022-01-25,135.29,137.75,132.38,136.51,14694413
377,2022-01-24,134.82,137.68,129.26,137.46,31523846
378,2022-01-21,141.23,141.87,136.6319,137.38,34491847
379,2022-01-20,150.905,152.66,147.15,147.62,11760374
380,2022-01-19,150.84,152.86,149.955,150.11,10098063
381,2022-01-18,151.11,153.13,149.83,152.27,10020466
382,2022-01-14,152.35,152.62,148.415,151.94,16831957
383,2022-01-13,157.7,158.53,155.17,155.44,9680583
384,2022-01-12,158.5,158.99,156.33,157.8,6995649
385,2022-01-11,156.62,158.22,155.9455,157.89,8001932
386,2022-01-10,157.98,158.27,154.65,156.6,8672855
387,2022-01-07,156.9,159.3,156.29,157.83,9554622
388,2022-01-06,156.24,157.77,153.6791,156.9,11095326
389,2022-01-05,156.52,159.38,155.1,155.19,12272097
390,2022-01-04,158.59,160.32,155.55,155.73,16582041
391,2022-01-03,155.83,157.56,155.36,156.76,10228257
392,2021-12-31,155.87,156.57,154.74,154.89,6189861
393,2021-12-30,155.71,157.07,155.515,155.93,7228438
394,2021-12-29,154.56,155.92,154.18,154.87,8737004
395,2021-12-28,152.62,156.5,152.41,155.2,12198679
396,2021-12-27,152.88,154.02,151.4,152.8,7765470
397,2021-12-23,152.32,154.1899,151.93,153.63,6572351
398,2021-12-22,150.42,152.2,149.87,151.88,7820439
399,2021-12-21,147.56,151.425,147.39,151.05,10781406
