,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
25,2022-12-27,189.58,192.44,187.6169,189.4,189.4,5014846,0.0,1.0
26,2022-12-23,188.25,189.43,184.72,189.06,189.06,3983591,0.0,1.0
27,2022-12-22,193.82,194.17,185.67,188.25,188.25,6928514,0.0,1.0
28,2022-12-21,190.04,196.4,189.72,196.0,196.0,9175376,0.0,1.0
29,2022-12-20,186.18,189.91,185.74,188.29,188.29,6156847,0.0,1.0
30,2022-12-19,184.92,188.04,184.71,185.68,185.68,6605378,0.0,1.0
31,2022-12-16,182.79,186.61,181.295,184.7,184.7,7906778,0.0,1.0
32,2022-12-15,186.25,187.975,181.2801,183.72,183.72,5347787,0.0,1.0
33,2022-12-14,187.33,189.67,185.41,188.25,188.25,5814881,0.0,1.0
34,2022-12-13,191.11,191.11,184.85,187.13,187.13,10975251,0.0,1.0
35,2022-12-12,180.8,186.69,180.5,186.27,186.27,8098395,0.0,1.0
36,2022-12-09,180.75,183.89,179.2501,179.54,179.54,6359002,0.0,1.0
37,2022-12-08,179.32,184.88,178.61,179.08,179.08,6707652,0.0,1.0
38,2022-12-07,176.28,178.43,174.62,176.5,176.5,5871242,0.0,1.0
39,2022-12-06,184.01,184.79,177.01,178.43,178.43,8236878,0.0,1.0
40,2022-12-05,182.0,188.4499,180.8002,185.1,185.1,10456278,0.0,1.0
41,2022-12-02,173.12,183.45,172.85,182.87,182.87,10563839,0.0,1.0
42,2022-12-01,178.88,179.7,174.69,175.78,175.78,4517476,0.0,1.0
43,2022-11-30,178.0,179.98,174.2005,178.88,178.88,6778734,0.0,1.0
44,2022-11-29,172.88,175.95,172.56,175.32,175.32,5077828,0.0,1.0
45,2022-11-28,176.17,177.14,171.7,171.83,171.83,5358932,0.0,1.0
46,2022-11-25,174.35,178.46,174.0301,178.36,178.36,3476919,0.0,1.0
47,2022-11-23,172.09,175.0,171.77,174.85,174.85,3523516,0.0,1.0
48,2022-11-22,173.65,174.99,171.0,172.5,172.5,4370635,0.0,1.0
49,2022-11-21,172.53,174.72,171.12,172.94,172.94,3501842,0.0,1.0
50,2022-11-18,173.98,175.1899,171.53,173.89,173.89,4693178,0.0,1.0
51,2022-11-17,169.3,173.15,168.52,172.78,172.78,4881887,0.0,1.0
52,2022-11-16,174.11,174.79,171.85,172.69,172.69,4438554,0.0,1.0
53,2022-11-15,175.49,176.69,172.75,175.35,175.35,7207867,0.0,1.0
54,2022-11-14,176.5,178.19,173.5,173.55,173.55,5598338,0.0,1.0
55,2022-11-11,176.4,178.0299,172.99,177.49,177.49,8894308,0.0,1.0
56,2022-11-10,172.14,179.32,171.75,177.58,177.58,12374959,0.0,1.0
57,2022-11-09,169.29,171.62,166.86,168.74,168.74,8893769,0.0,1.0
58,2022-11-08,166.0,170.55,164.9117,169.62,169.62,11274519,0.0,1.0
59,2022-11-07,161.4,166.6999,160.63,164.91,164.91,10220309,0.0,1.0
60,2022-11-04,156.66,160.98,154.495,160.01,160.01,9396185,0.0,1.0
61,2022-11-03,148.79,158.69,147.5,156.75,156.75,16212571,0.0,1.0
62,2022-11-02,142.12,153.59,141.54,147.41,147.41,20241976,0.0,1.0
63,2022-11-01,143.99,145.25,141.835,143.38,143.38,5758566,0.0,1.0
64,2022-10-31,141.88,144.449,139.52,142.51,142.51,6212198,0.0,1.0
65,2022-10-28,141.16,144.73,139.9314,143.84,143.84,7941087,0.0,1.0
66,2022-10-27,137.1,143.1024,136.6201,139.76,139.76,13754943,0.0,1.0
67,2022-10-26,147.05,150.14,132.205,133.79,133.79,29457730,0.0,1.0
68,2022-10-25,142.09,146.88,141.88,146.65,146.65,6515643,0.0,1.0
69,2022-10-24,142.85,142.88,139.2815,142.05,142.05,5177845,0.0,1.0
70,2022-10-21,138.48,141.33,136.62,141.32,141.32,5451265,0.0,1.0
71,2022-10-20,138.36,141.88,138.36,139.13,139.13,4331680,0.0,1.0
72,2022-10-19,137.17,141.2,136.63,138.39,138.39,6321910,0.0,1.0
73,2022-10-18,139.0,139.42,135.22,137.34,137.34,6146349,0.0,1.0
74,2022-10-17,136.98,137.28,133.2601,136.09,136.09,9073526,0.0,1.0
75,2022-10-14,135.59,136.41,131.37,133.15,133.15,6099656,0.0,1.0
76,2022-10-13,126.5,134.7,124.17,132.4,132.4,7842266,0.0,1.0
77,2022-10-12,128.43,131.34,127.86,130.42,130.42,6392973,0.0,1.0
78,2022-10-11,132.96,135.36,129.5101,131.57,131.57,8508386,0.0,1.0
79,2022-10-10,131.42,135.74,130.2007,131.9,131.9,6829914,0.0,1.0
80,2022-10-07,130.36,130.607,128.02,129.79,129.79,5097386,0.0,1.0
81,2022-10-06,131.13,133.3099,129.7407,132.2,132.2,4454674,0.0,1.0
82,2022-10-05,130.28,133.55,128.26,132.11,132.11,6268322,0.0,1.0
83,2022-10-04,129.4,133.57,129.33,133.51,133.51,7235737,0.0,1.0
84,2022-10-03,122.0,127.15,121.02,126.05,126.05,7962384,0.0,1.0
85,2022-09-30,123.14,125.475,120.99,121.08,121.08,8382981,0.0,1.0
86,2022-09-29,131.2,131.61,123.8,125.33,125.33,8905426,0.0,1.0
87,2022-09-28,128.04,133.89,127.4,133.44,133.44,10257202,0.0,1.0
88,2022-09-27,129.32,130.45,125.6,127.51,127.51,6682349,0.0,1.0
89,2022-09-26,129.77,132.45,126.88,127.34,127.34,7095145,0.0,1.0
90,2022-09-23,135.65,136.185,129.5,131.26,131.26,8927864,0.0,1.0
91,2022-09-22,143.13,143.7,138.29,138.71,138.71,6256617,0.0,1.0
92,2022-09-21,146.77,149.87,143.21,143.29,143.29,6244253,0.0,1.0
93,2022-09-20,145.26,147.67,143.9,145.94,145.94,6737550,0.0,1.0
94,2022-09-19,142.62,146.99,142.35,144.88,144.88,5150720,0.0,1.0
95,2022-09-16,145.23,145.63,141.35,144.29,144.29,10310726,0.0,1.0
96,2022-09-15,147.88,153.45,147.28,149.78,149.78,9792791,0.0,1.0
97,2022-09-14,146.9,149.7,144.3,149.26,149.26,8477972,0.0,1.0
98,2022-09-13,153.6,155.19,147.13,147.31,147.31,8724873,0.0,1.0
99,2022-09-12,158.46,160.97,157.45,158.72,158.72,5363130,0.0,1.0
100,2022-09-09,158.0,159.75,156.95,157.52,157.52,5782876,0.0,1.0
101,2022-09-08,155.0,158.3,153.84,157.79,157.79,4949112,0.0,1.0
102,2022-09-07,151.26,156.345,150.87,155.95,155.95,5298579,0.0,1.0
103,2022-09-06,152.39,154.48,150.46,152.39,152.39,5157943,0.0,1.0
104,2022-09-02,155.19,156.99,151.48,151.82,151.82,5262774,0.0,1.0
105,2022-09-01,158.0,158.9,150.82,153.66,153.66,7651999,0.0,1.0
106,2022-08-31,163.0,163.551,160.14,160.25,160.25,4123490,0.0,1.0
107,2022-08-30,167.27,169.92,160.7201,162.21,162.21,6248628,0.0,1.0
108,2022-08-29,162.28,166.9021,162.2,165.42,165.42,4714384,0.0,1.0
109,2022-08-26,170.0,171.37,164.27,164.53,164.53,4957414,0.0,1.0
110,2022-08-25,164.56,169.65,163.7,169.38,169.38,4949408,0.0,1.0
111,2022-08-24,162.27,164.14,161.3801,163.6,163.6,4211287,0.0,1.0
112,2022-08-23,159.14,161.6899,159.0806,160.07,160.07,3425179,0.0,1.0
113,2022-08-22,159.4,160.2682,157.91,158.98,158.98,5312327,0.0,1.0
114,2022-08-19,166.33,166.84,162.58,162.92,162.92,5736069,0.0,1.0
115,2022-08-18,167.2,169.1799,165.77,168.69,168.69,4404601,0.0,1.0
116,2022-08-17,169.61,169.85,166.09,167.2,167.2,6533521,0.0,1.0
117,2022-08-16,170.0,173.85,169.15,172.08,172.08,5259589,0.0,1.0
118,2022-08-15,169.29,172.55,168.32,170.47,170.47,4734688,0.0,1.0
119,2022-08-12,168.39,170.11,167.57,169.99,169.99,4345220,0.0,1.0
120,2022-08-11,170.5,171.7599,167.05,167.88,167.88,4996809,0.0,1.0
121,2022-08-10,168.35,171.14,167.25,169.02,169.02,7181681,0.0,1.0
122,2022-08-09,166.51,166.51,163.45,164.85,164.85,6064750,0.0,1.0
123,2022-08-08,166.41,171.09,164.7115,165.89,165.89,11311693,0.0,1.0
124,2022-08-05,164.4,167.07,163.93,165.04,165.04,4709123,0.0,1.0
125,2022-08-04,165.77,168.12,164.41,166.5,166.5,5039567,0.0,1.0
126,2022-08-03,164.51,167.52,162.33,166.64,166.64,6709072,0.0,1.0
127,2022-08-02,167.0,167.325,163.14,163.28,163.28,10874319,0.0,1.0
128,2022-08-01,165.95,171.76,164.25,169.07,169.07,18321564,0.0,1.0
129,2022-07-29,157.95,159.84,155.54,159.31,159.31,5743489,0.0,1.0
130,2022-07-28,154.02,160.1,153.03,159.09,159.09,8729065,0.0,1.0
131,2022-07-27,161.12,162.74,152.8,156.09,156.09,16356645,0.0,1.0
132,2022-07-26,155.24,158.18,154.5,155.92,155.92,6053054,0.0,1.0
133,2022-07-25,156.94,157.31,152.84,156.64,156.64,5764734,0.0,1.0
134,2022-07-22,161.8,163.3399,157.77,158.16,158.16,7594878,0.0,1.0
135,2022-07-21,158.89,161.655,156.19,161.41,161.41,8044091,0.0,1.0
136,2022-07-20,156.0,159.4,154.26,158.38,158.38,8668596,0.0,1.0
137,2022-07-19,149.61,156.28,148.97,156.13,156.13,14182970,0.0,1.0
138,2022-07-18,153.305,155.94,147.2,147.72,147.72,13948498,0.0,1.0
139,2022-07-15,149.17,149.7359,144.65,147.74,147.74,7910408,0.0,1.0
140,2022-07-14,141.11,147.49,140.61,147.15,147.15,9456114,0.0,1.0
141,2022-07-13,142.785,146.41,142.18,143.95,143.95,9038684,0.0,1.0
142,2022-07-12,136.86,149.32,136.81,147.15,147.15,18598189,0.0,1.0
143,2022-07-11,137.77,139.24,134.89,136.99,136.99,6180548,0.0,1.0
144,2022-07-08,139.7,140.7391,137.3747,139.07,139.07,5655499,0.0,1.0
145,2022-07-07,137.93,142.275,137.8985,139.97,139.97,7674390,0.0,1.0
146,2022-07-06,137.54,138.71,134.46,136.31,136.31,6608039,0.0,1.0
147,2022-07-05,136.25,138.07,131.29,137.7,137.7,10073971,0.0,1.0
148,2022-07-01,135.88,141.79,135.4,139.84,139.84,7627130,0.0,1.0
149,2022-06-30,134.3,137.49,131.6,136.72,136.72,8455129,0.0,1.0
150,2022-06-29,138.61,138.92,134.84,138.45,138.45,7489226,0.0,1.0
151,2022-06-28,140.89,147.18,138.54,138.7,138.7,12142256,0.0,1.0
152,2022-06-27,140.28,140.5725,136.22,138.72,138.72,8457424,0.0,1.0
153,2022-06-24,135.01,141.87,134.95,141.53,141.53,13626216,0.0,1.0
154,2022-06-23,136.42,137.42,130.0917,133.97,133.97,10746906,0.0,1.0
155,2022-06-22,134.03,138.79,133.28,137.16,137.16,7717692,0.0,1.0
156,2022-06-21,139.17,140.9395,135.84,136.75,136.75,10519904,0.0,1.0
157,2022-06-17,132.25,138.98,131.5,136.8,136.8,16042484,0.0,1.0
158,2022-06-16,131.7,135.34,131.26,133.36,133.36,19543638,0.0,1.0
159,2022-06-15,124.35,134.99,123.83,133.72,133.72,25997847,0.0,1.0
160,2022-06-14,116.65,122.19,113.02,122.16,122.16,17549811,0.0,1.0
161,2022-06-13,123.0,123.25,114.14,115.86,115.86,16778494,0.0,1.0
162,2022-06-10,130.27,132.1949,126.85,127.0,127.0,7776856,0.0,1.0
163,2022-06-09,139.35,139.66,133.7,133.73,133.73,6018982,0.0,1.0
164,2022-06-08,139.13,142.2063,138.4401,139.63,139.63,5833696,0.0,1.0
165,2022-06-07,137.49,141.24,135.91,140.82,140.82,5436085,0.0,1.0
166,2022-06-06,139.99,141.14,136.83,139.24,139.24,6354823,0.0,1.0
167,2022-06-03,138.52,140.7,137.585,139.25,139.25,10091798,0.0,1.0
168,2022-06-02,132.14,140.55,131.87,140.5,140.5,12777039,0.0,1.0
169,2022-06-01,133.0,134.33,127.01,130.65,130.65,9991563,0.0,1.0
170,2022-05-31,131.03,132.99,128.86,131.4,131.4,7953651,0.0,1.0
171,2022-05-27,128.77,132.23,128.32,132.23,132.23,7261516,0.0,1.0
172,2022-05-26,123.1,128.8416,122.74,127.73,127.73,8333861,0.0,1.0
173,2022-05-25,119.17,122.595,118.76,122.06,122.06,7707912,0.0,1.0
174,2022-05-24,122.44,122.7,117.29,119.4,119.4,9092426,0.0,1.0
175,2022-05-23,121.7,124.48,120.34,124.07,124.07,9341490,0.0,1.0
176,2022-05-20,128.77,128.85,117.08,120.7,120.7,18822241,0.0,1.0
177,2022-05-19,124.4,128.4,123.7,127.14,127.14,8075776,0.0,1.0
178,2022-05-18,130.34,132.1,124.36,125.52,125.52,9567609,0.0,1.0
179,2022-05-17,126.905,132.83,125.79,132.05,132.05,12154220,0.0,1.0
180,2022-05-16,127.05,131.1242,122.35,124.05,124.05,10631557,0.0,1.0
181,2022-05-13,124.98,130.8,122.38,127.2,127.2,20891522,0.0,1.0
182,2022-05-12,126.89,128.53,120.28,123.14,123.14,15891332,0.0,1.0
183,2022-05-11,132.95,138.96,129.11,129.39,129.39,11388355,0.0,1.0
184,2022-05-10,136.76,137.835,130.3301,132.95,132.95,11781424,0.0,1.0
185,2022-05-09,146.0,146.95,132.65,133.31,133.31,12593832,0.0,1.0
186,2022-05-06,149.96,150.9,145.85,148.9,148.9,7697850,0.0,1.0
187,2022-05-05,155.69,157.99,149.05,150.47,150.47,7950792,0.0,1.0
188,2022-05-04,152.91,157.14,150.7723,156.97,156.97,9481537,0.0,1.0
189,2022-05-03,149.09,154.4494,147.91,153.58,153.58,10149453,0.0,1.0
190,2022-05-02,148.02,149.4517,143.3821,148.61,148.61,12399196,0.0,1.0
191,2022-04-29,153.44,157.0299,148.52,148.84,148.84,10896594,0.0,1.0
192,2022-04-28,156.61,156.79,149.0,154.22,154.22,13518816,0.0,1.0
193,2022-04-27,161.25,161.25,146.0,154.46,154.46,40371727,0.0,1.0
194,2022-04-26,174.76,174.87,166.85,167.04,167.04,9200896,0.0,1.0
195,2022-04-25,174.51,176.08,172.45,175.91,175.91,6293100,0.0,1.0
196,2022-04-22,180.78,182.67,176.5,176.92,176.92,6372406,0.0,1.0
197,2022-04-21,188.73,189.85,180.55,181.02,181.02,7446130,0.0,1.0
198,2022-04-20,187.24,187.34,182.86,183.55,183.55,6731472,0.0,1.0
199,2022-04-19,180.36,187.61,180.28,185.98,185.98,7485607,0.0,1.0
200,2022-04-18,181.45,182.46,178.55,179.85,179.85,5042585,0.0,1.0
201,2022-04-14,182.75,185.54,181.64,181.94,181.94,5144620,0.0,1.0
202,2022-04-13,176.96,183.46,176.96,182.87,182.87,7399856,0.0,1.0
203,2022-04-12,175.5,178.5,174.53,176.28,176.28,6125106,0.0,1.0
204,2022-04-11,173.84,179.67,173.4,175.03,175.03,6001124,0.0,1.0
205,2022-04-08,176.54,178.13,174.24,175.2,175.2,6524064,0.0,1.0
206,2022-04-07,178.13,178.66,173.87,177.97,177.97,7517791,0.0,1.0
207,2022-04-06,180.4,180.57,176.5802,178.72,178.72,8173868,0.0,1.0
208,2022-04-05,189.7,192.35,182.52,182.65,182.65,9317523,0.0,1.0
209,2022-04-04,190.02,191.8448,186.91,191.18,191.18,7799600,0.0,1.0
210,2022-04-01,192.58,192.616,188.78,190.76,190.76,4862109,0.0,1.0
211,2022-03-31,195.0,197.5799,191.45,191.5,191.5,6447933,0.0,1.0
212,2022-03-30,192.32,197.45,191.36,194.91,194.91,9959326,0.0,1.0
213,2022-03-29,191.62,196.36,191.2,193.8,193.8,8438704,0.0,1.0
214,2022-03-28,188.43,189.26,184.47,188.16,188.16,6904146,0.0,1.0
215,2022-03-25,187.76,191.7,186.93,188.95,188.95,6232765,0.0,1.0
216,2022-03-24,186.35,189.19,184.72,189.05,189.05,7094360,0.0,1.0
217,2022-03-23,189.67,190.16,185.03,186.04,186.04,8297782,0.0,1.0
218,2022-03-22,185.24,192.8629,184.52,191.04,191.04,14231742,0.0,1.0
219,2022-03-21,184.4,187.265,180.61,185.9,185.9,27194402,0.0,1.0
220,2022-03-18,192.07,193.38,190.1,192.83,192.83,12771265,0.0,1.0
221,2022-03-17,186.36,190.24,185.27,190.19,190.19,8126616,0.0,1.0
222,2022-03-16,183.39,189.6,182.3,188.99,188.99,12077525,0.0,1.0
223,2022-03-15,176.3,180.5,175.6,179.89,179.89,8051498,0.0,1.0
224,2022-03-14,175.88,178.2289,172.57,175.52,175.52,8138882,0.0,1.0
225,2022-03-11,183.59,184.86,175.95,176.23,176.23,9373598,0.0,1.0
226,2022-03-10,175.76,182.02,175.39,178.39,178.39,8364100,0.0,1.0
227,2022-03-09,179.8,182.87,177.41,178.56,178.56,10062148,0.0,1.0
228,2022-03-08,169.73,180.82,167.58,173.8,173.8,13715459,0.0,1.0
229,2022-03-07,181.03,182.72,169.06,169.17,169.17,12847456,0.0,1.0
230,2022-03-04,187.37,188.3203,178.97,180.84,180.84,13104580,0.0,1.0
231,2022-03-03,197.94,198.5,188.71,188.85,188.85,12424491,0.0,1.0
232,2022-03-02,196.27,199.85,194.6413,197.81,197.81,7463406,0.0,1.0
233,2022-03-01,203.11,203.5,192.93,194.91,194.91,11799494,0.0,1.0
234,2022-02-28,198.58,207.31,196.75,205.34,205.34,9859273,0.0,1.0
235,2022-02-25,201.09,204.07,199.1006,201.48,201.48,8730302,0.0,1.0
236,2022-02-24,189.29,198.855,186.88,198.43,198.43,12207625,0.0,1.0
237,2022-02-23,201.13,203.2499,195.91,196.42,196.42,7326312,0.0,1.0
238,2022-02-22,205.0,206.9,197.82,198.74,198.74,10265021,0.0,1.0
239,2022-02-18,212.56,214.7288,208.6,209.03,209.03,6973602,0.0,1.0
240,2022-02-17,218.47,218.5799,212.67,213.58,213.58,6176575,0.0,1.0
241,2022-02-16,216.1,219.68,215.28,218.93,218.93,5698917,0.0,1.0
242,2022-02-15,214.84,219.5394,213.69,217.73,217.73,10461008,0.0,1.0
243,2022-02-14,213.0,215.63,208.76,210.04,210.04,6481404,0.0,1.0
244,2022-02-11,217.87,221.42,210.27,212.3,212.3,11443738,0.0,1.0
245,2022-02-10,213.71,223.23,213.695,218.75,218.75,11695860,0.0,1.0
246,2022-02-09,214.91,217.04,213.3004,215.86,215.86,7587730,0.0,1.0
247,2022-02-08,212.68,213.87,209.69,213.27,213.27,7356230,0.0,1.0
248,2022-02-07,205.79,214.37,205.42,211.92,211.92,11816911,0.0,1.0
249,2022-02-04,205.0,208.25,203.1,206.45,206.45,5952563,0.0,1.0
250,2022-02-03,206.06,209.1,204.26,206.39,206.39,7054722,0.0,1.0
251,2022-02-02,205.43,208.3857,203.21,207.52,207.52,7843739,0.0,1.0
252,2022-02-01,202.48,208.89,200.495,208.34,208.34,12265145,0.0,1.0
253,2022-01-31,190.73,200.34,190.0,200.24,200.24,15504556,0.0,1.0
254,2022-01-28,188.78,190.72,183.77,190.57,190.57,10966711,0.0,1.0
255,2022-01-27,196.38,199.7073,188.64,189.75,189.75,12670070,0.0,1.0
256,2022-01-26,206.214,206.214,191.92,194.27,194.27,19974396,0.0,1.0
257,2022-01-25,200.1,205.63,197.5501,204.1,204.1,8824460,0.0,1.0
258,2022-01-24,199.85,204.8,192.51,204.2,204.2,13810337,0.0,1.0
259,2022-01-21,213.79,213.79,204.57,205.44,205.44,11548497,0.0,1.0
260,2022-01-20,217.38,221.95,213.42,214.19,214.19,7636803,0.0,1.0
261,2022-01-19,225.1,225.42,216.94,217.08,217.08,9322104,0.0,1.0
262,2022-01-18,224.5,229.67,224.26,225.01,225.01,8883285,0.0,1.0
263,2022-01-14,222.16,226.2,220.25,225.96,225.96,8053460,0.0,1.0
264,2022-01-13,222.25,226.89,220.05,223.9,223.9,17628012,0.0,1.0
265,2022-01-12,217.09,221.24,216.3,217.45,217.45,9134501,0.0,1.0
266,2022-01-11,209.0,217.03,208.41,216.02,216.02,8052093,0.0,1.0
267,2022-01-10,214.26,215.28,207.13,209.31,209.31,8229019,0.0,1.0
268,2022-01-07,212.98,218.32,212.3825,215.5,215.5,9526395,0.0,1.0
269,2022-01-06,214.64,216.0,207.86,211.34,211.34,7142191,0.0,1.0
270,2022-01-05,216.64,218.93,211.81,213.07,213.07,11564732,0.0,1.0
271,2022-01-04,211.3,214.5555,209.78,213.63,213.63,11414562,0.0,1.0
272,2022-01-03,204.0,210.55,203.34,207.86,207.86,9074592,0.0,1.0
273,2021-12-31,202.2,203.69,200.03,201.32,201.32,8016593,0.0,1.0
274,2021-12-30,203.0,206.0,202.6,202.71,202.71,7012644,0.0,1.0
275,2021-12-29,205.36,205.41,202.6,203.66,203.66,6119004,0.0,1.0
276,2021-12-28,202.23,208.9373,201.65,206.13,206.13,8885989,0.0,1.0
277,2021-12-27,201.99,203.43,199.1,203.17,203.17,7826624,0.0,1.0
278,2021-12-23,202.13,205.13,201.32,204.22,204.22,7415194,0.0,1.0
279,2021-12-22,199.46,202.93,197.94,201.69,201.69,8145344,0.0,1.0
280,2021-12-21,190.28,199.69,190.04,199.52,199.52,12082319,0.0,1.0
281,2021-12-20,188.11,190.36,185.26,188.48,188.48,10256377,0.0,1.0
282,2021-12-17,190.27,194.77,187.88,192.63,192.63,12642000,0.0,1.0
283,2021-12-16,197.0,198.3175,190.44,190.79,190.79,8216806,0.0,1.0
284,2021-12-15,195.28,196.5799,190.32,195.43,195.43,10535864,0.0,1.0
285,2021-12-14,195.6,200.5,195.18,195.5,195.5,8445068,0.0,1.0
286,2021-12-13,202.5,202.81,195.55,197.4,197.4,10619582,0.0,1.0
287,2021-12-10,208.81,209.0,203.48,205.06,205.06,6040048,0.0,1.0
288,2021-12-09,207.53,208.545,205.2,207.56,207.56,7011011,0.0,1.0
289,2021-12-08,209.18,212.6799,207.71,211.03,211.03,6986783,0.0,1.0
290,2021-12-07,207.06,211.65,206.38,208.83,208.83,10387919,0.0,1.0
291,2021-12-06,199.77,206.4201,199.2,205.88,205.88,11587882,0.0,1.0
292,2021-12-03,198.7,199.9,195.4201,198.49,198.49,10742710,0.0,1.0
293,2021-12-02,196.8,202.54,192.41,202.38,202.38,20435443,0.0,1.0
294,2021-12-01,200.81,201.62,188.0,188.19,188.19,13321994,0.0,1.0
295,2021-11-30,196.02,198.82,193.85,197.85,197.85,12638924,0.0,1.0
296,2021-11-29,201.87,204.28,195.33,198.5,198.5,12276237,0.0,1.0
297,2021-11-26,197.57,199.42,194.0,199.21,199.21,17636637,0.0,1.0
298,2021-11-24,207.52,211.22,206.87,210.6,210.6,5437620,0.0,1.0
299,2021-11-23,211.5,212.99,207.77,209.13,209.13,8882817,0.0,1.0
300,2021-11-22,215.0,215.02,208.95,209.9,209.9,10764317,0.0,1.0
301,2021-11-19,225.07,225.33,213.23,214.13,214.13,20844074,0.0,1.0
302,2021-11-18,230.3,231.5,224.951,227.25,227.25,10983711,0.0,1.0
303,2021-11-17,229.54,231.32,224.2,226.62,226.62,10750940,0.0,1.0
304,2021-11-16,232.94,232.95,225.51,225.8,225.8,10120193,0.0,1.0
305,2021-11-15,227.37,233.94,226.92,233.09,233.09,21921856,0.0,1.0
306,2021-11-12,219.72,223.75,218.9,220.96,220.96,6286070,0.0,1.0
307,2021-11-11,220.5,222.65,218.9,219.38,219.38,6567341,0.0,1.0
308,2021-11-10,219.36,225.68,217.27,218.5,218.5,8197584,0.0,1.0
309,2021-11-09,222.49,222.85,217.54,220.79,220.79,6835312,0.0,1.0
310,2021-11-08,225.24,226.99,222.11,222.68,222.68,9456055,0.0,1.0
311,2021-11-05,217.7,224.58,217.7,224.46,224.46,16936327,0.0,1.0
312,2021-11-04,213.8,214.82,211.87,213.03,213.03,5849588,0.0,1.0
313,2021-11-03,211.47,213.76,210.8721,213.38,213.38,4636071,0.0,1.0
314,2021-11-02,213.83,215.715,210.7,212.77,212.77,6137712,0.0,1.0
315,2021-11-01,207.0,214.69,206.81,214.58,214.58,9182168,0.0,1.0
316,2021-10-29,206.84,208.24,205.29,207.03,207.03,8559535,0.0,1.0
317,2021-10-28,206.0,208.74,204.6,207.85,207.85,8825454,0.0,1.0
318,2021-10-27,212.85,212.9,205.64,206.61,206.61,14761728,0.0,1.0
319,2021-10-26,213.19,214.85,208.18,209.81,209.81,11014461,0.0,1.0
320,2021-10-25,213.25,213.9785,211.7,212.87,212.87,7239142,0.0,1.0
321,2021-10-22,214.6,216.72,212.575,212.97,212.97,7077636,0.0,1.0
322,2021-10-21,216.54,218.1122,213.81,214.34,214.34,8691450,0.0,1.0
323,2021-10-20,215.49,218.66,214.35,216.17,216.17,8485162,0.0,1.0
324,2021-10-19,217.47,217.6585,215.28,215.97,215.97,5963390,0.0,1.0
325,2021-10-18,216.0,217.28,214.05,216.98,216.98,6553519,0.0,1.0
326,2021-10-15,218.165,219.61,216.28,217.04,217.04,8773359,0.0,1.0
327,2021-10-14,221.07,222.18,217.0411,217.44,217.44,10427321,0.0,1.0
328,2021-10-13,224.0,224.2995,219.36,221.78,221.78,8240198,0.0,1.0
329,2021-10-12,226.0,228.66,223.12,223.57,223.57,8486823,0.0,1.0
330,2021-10-11,226.5,232.1,225.32,226.45,226.45,7287044,0.0,1.0
331,2021-10-08,226.75,228.7124,225.4,226.39,226.39,4515032,0.0,1.0
332,2021-10-07,227.34,229.0,225.9,226.48,226.48,7748521,0.0,1.0
333,2021-10-06,221.08,225.07,219.2001,224.99,224.99,7157571,0.0,1.0
334,2021-10-05,224.27,226.45,222.42,224.42,224.42,5687275,0.0,1.0
335,2021-10-04,225.68,227.9707,222.0,223.79,223.79,6946121,0.0,1.0
336,2021-10-01,222.85,226.72,220.6,226.0,226.0,9113628,0.0,1.0
